source_id,source_label,edge_type,target_id,target_label,aspect,condition,polarity,polarity_basis,book,page,section,evidence,pass,status,supersession_basis,general_rule_id,review_flag
cbt_surprise,Surprise,MODIFIES,cbt_tohit,To-Hit Roll,attack roll,"unseen, stunned, prone or motionless opponents",improves,read,PHB,38,"WEAPON TYPES, GENERAL DATA, AND ""TO HIT"" ADJUSTMENTS",explicit_rule,page-sweep,core,,,
enc_encumbrance,Encumbrance,CONSTRAINS,sys_equipment,Equipment,carrying choice,,worsens,read,PHB,35,EQUIPPING THE CHARACTER,explicit_rule,page-sweep,core,,,
exp_level,Experience Level,MODIFIES,prof_weapon,Weapon Proficiency,additional proficiencies,,improves,read,PHB,37,WEAPON PROFICIENCY TABLE,explicit_rule,page-sweep,core,,,
item_magic_armor,Magic Armor,EXCLUDED_FROM,enc_encumbrance,Encumbrance,carried weight,,negates,derived,PHB,36,ARMOR,explicit_rule,page-sweep,core,,,
item_magic_armor,Magic Armor,MODIFIES,cbt_armor_class,Armor Class,magical protection,,improves,read,PHB,36,ARMOR CLASS TABLE,explicit_rule,page-sweep,core,,,
prof_nonproficiency_penalty,Non-Proficiency Penalty,MODIFIES,cbt_tohit,To-Hit Roll,attack roll,weapon not held with proficiency,worsens,read,PHB,37,WEAPON PROFICIENCY TABLE,explicit_rule,page-sweep,core,,,
rule_shield,Shield,EXCLUDED_FROM,cbt_armor_class,Armor Class,shield bonus,attacks from the right flank or rear,negates,derived,PHB,36,ARMOR,explicit_rule,page-sweep,core,,,
rule_shield,Shield,MODIFIES,cbt_armor_class,Armor Class,shield bonus,"frontal attacks, limited by shield size",improves,read,PHB,36,ARMOR,explicit_rule,page-sweep,core,,,
sys_classes,Character Class,MODIFIES,prof_weapon,Weapon Proficiency,initial weapon count,by class,neutral,read,PHB,37,Weapon Proficiency,explicit_rule,page-sweep,core,,,
sys_classes,Character Class,MODIFIES,rule_starting_money,Player Character Starting Money,starting funds,by class,neutral,read,PHB,35,Starting Money,explicit_rule,page-sweep,core,,,
sys_equipment,Equipment,CONSUMES,money_gp,Money,purchase cost,,neutral,derived,PHB,35,EQUIPPING THE CHARACTER,explicit_rule,page-sweep,core,,,
sys_equipment,Equipment,MODIFIES,cbt_armor_class,Armor Class,worn armour,,improves,read,PHB,36,ARMOR,explicit_rule,page-sweep,core,,,
wpn_range,Weapon Range,MODIFIES,cbt_tohit,To-Hit Roll,attack roll,penalty at medium and long range,worsens,read,PHB,38,"WEAPON TYPES, GENERAL DATA, AND ""TO HIT"" ADJUSTMENTS",explicit_rule,page-sweep,core,,,
wpn_space_required,Space Required,CONSTRAINS,cbt_missile,Missile Fire,room to wield,,worsens,read,PHB,37,WEIGHT AND DAMAGE BY WEAPON TYPE,explicit_rule,page-sweep,core,,,
wpn_stats,Weapon Statistics,FEEDS_INTO,cbt_damage,Damage,damage by weapon type,,neutral,derived,PHB,37,WEIGHT AND DAMAGE BY WEAPON TYPE,explicit_rule,page-sweep,core,,,
wpn_stats,Weapon Statistics,MODIFIES,cbt_damage,Damage,damage against larger opponents,set weapons and charging mounts,improves,read,PHB,37,WEIGHT AND DAMAGE BY WEAPON TYPE,explicit_rule,page-sweep,core,,,
wpn_type_vs_ac,Armor Class Adjustment,MODIFIES,cbt_tohit,To-Hit Roll,attack roll,by weapon type against armour class,improves,read,PHB,38,"WEAPON TYPES, GENERAL DATA, AND ""TO HIT"" ADJUSTMENTS",explicit_rule,page-sweep,core,,,
wpn_weight,Weapon Weight,FEEDS_INTO,enc_encumbrance,Encumbrance,carried weight,,neutral,derived,PHB,37,WEIGHT AND DAMAGE BY WEAPON TYPE,explicit_rule,page-sweep,core,,,
