source_id,source_label,edge_type,target_id,target_label,aspect,condition,polarity,polarity_basis,book,page,section,evidence,pass,status,supersession_basis,general_rule_id,review_flag
cbt_armor_class,Armor Class,GATES,cbt_tohit,To-Hit Roll,whether a hit lands,,enables,derived,PHB,105,COMBAT PROCEDURES,explicit_rule,page-sweep,core,,,
cbt_initiative,Initiative,GATES,cbt_tohit,To-Hit Roll,who strikes first,,enables,derived,PHB,104,INITIATIVE,explicit_rule,page-sweep,core,,,
cbt_morale,Morale,EXCLUDED_FROM,class_fighter,Fighter,morale checks,,negates,derived,PHB,106,MORALE,explicit_rule,page-sweep,core,,,
cbt_surprise,Surprise,CONSUMES,rule_time,Time,segments lost,,neutral,derived,PHB,103,SURPRISE,explicit_rule,page-sweep,core,,,
cbt_surprise,Surprise,MODIFIES,cbt_initiative,Initiative,initiative when surprised,,improves,read,PHB,104,INITIATIVE,explicit_rule,page-sweep,core,,,
cbt_tohit,To-Hit Roll,EXCLUDES,rule_spell_casting,Casting a Spell,casting when struck,interrupted mid-casting,negates,derived,PHB,100,SPELL CASTING,explicit_rule,page-sweep,core,,,
class_paladin,Paladin,MODIFIES,rule_hit_points,Hit Points,laying on of hands,,improves,read,PHB,106,HEALING,explicit_rule,page-sweep,core,,,
enc_encumbrance,Encumbrance,MODIFIES,cbt_encounter_reactions,Encounter Reactions,reactions when laden,,worsens,read,PHB,102,ENCUMBRANCE,explicit_rule,page-sweep,core,,,
ex_falling,Falling Damage,TRIGGERS,rule_hit_points,Hit Points,damage by distance fallen,,inflicts,read,PHB,105,FALLING DAMAGE,explicit_rule,page-sweep,core,,,
exp_level,Experience Level,MODIFIES,cbt_melee,Melee Combat,attack order,,improves,read,PHB,104,Melee Combat:,explicit_rule,page-sweep,core,,,
exp_level,Experience Level,MODIFIES,cbt_morale,Morale,likelihood of breaking,,improves,read,PHB,106,MORALE,explicit_rule,page-sweep,core,,,
exp_level,Experience Level,MODIFIES,rule_turn_undead,Turning Undead,degree of success,,improves,read,PHB,104,Turning Undead:,explicit_rule,page-sweep,core,,,
exp_level,Experience Level,MODIFIES,save_matrix,Saving Throw Matrix,base save score,,improves,read,PHB,105,Saving Throw:,explicit_rule,page-sweep,core,,,
