source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass
monster_poison,Monster Poison,TRIGGERS,death_character,Death,all-or-nothing outcome,,DMG,20,Poison Types:,TRUE,section-sweep
monster_poison,Monster Poison,GATES,rule_poison_use,Dual-Use Poison,effective ingested or insinuated,,DMG,20,Poison Types:,TRUE,section-sweep
rule_poison_use,Purchased Poison,CONSTRAINS,rule_poison_use,Delivery Method,characters buy ingestive or insinuative only,,DMG,20,Poison Types:,TRUE,section-sweep
monster_poison,Monster Poison,GATES,rule_poison_use,Dual-Use Poison,only source of dual-use poison,,DMG,20,Poison Types:,TRUE,section-sweep
tbl_poisons,Poison Class,MODIFIES,save_poison,Saving Throw vs Poison,save adjustment per class,,DMG,20,Poison Types:,TRUE,section-sweep
tbl_poisons,Poison Class,CONSUMES,money_gp,Money,cost per dose rises with potency,,DMG,20,Poison Types:,TRUE,section-sweep
tbl_poisons,Poison Class,CONSUMES,time_segment_round_turn,Onset Time,rounds before effect,,DMG,20,Poison Types:,TRUE,section-sweep
tbl_poisons,Poison Class,MODIFIES,hit_points,Hit Points,damage on save and on failure,,DMG,20,Poison Types:,TRUE,section-sweep
potion_poison,Poison Potion,CONSTRAINS,rule_poison_use,Delivery,must be ingested,,DMG,20,Poison Types:,TRUE,section-sweep
rule_dm_discretion,DM Discretion,MODIFIES,potion_poison,Poison Potion,may be made slow-acting over hours,,DMG,20,Poison Types:,TRUE,section-sweep
rule_dm_discretion,DM Discretion,GATES,rule_poison_use,Poison Use by Characters,campaign-level permission,,DMG,20,Poison Types:,TRUE,section-sweep
sys_armor,Armor Construction,FEEDS_INTO,rule_weight_distribution,Weight Distribution,layering determines how weight falls,,DMG,27,Armor Types:,TRUE,section-sweep
sys_armor,Chain Mail,MODIFIES,enc_encumbrance,Encumbrance,weight falls on shoulders and waist,,DMG,27,Armor Types:,TRUE,section-sweep
sys_armor,Plate Mail,MODIFIES,enc_encumbrance,Encumbrance,weight is well distributed,,DMG,27,Armor Types:,TRUE,section-sweep
sys_armor,Field Plate,MODIFIES,cbt_armor_class,Armor Class,better base rating than plate mail,DM option,DMG,27,Armor Types:,TRUE,section-sweep
sys_armor,Field Plate,CONSUMES,money_gp,Money,very expensive,,DMG,27,Armor Types:,TRUE,section-sweep
sys_armor,Field Plate,MODIFIES,ex_movement_rate,Base Movement,better movement than plate mail,,DMG,27,Armor Types:,TRUE,section-sweep
rule_dm_discretion,DM Discretion,GATES,sys_armor,Field Plate,optional armor type,,DMG,27,Armor Types:,TRUE,section-sweep
rule_starting_money,Player Character Starting Money,CONSTRAINS,money_gp,Money,kept low by design,,DMG,25,PLAYER CHARACTER STARTING MONEY,TRUE,section-sweep
rule_starting_money,Starting Money,GATES,sys_equipment,Equipment,limits initial outfitting,,DMG,25,PLAYER CHARACTER STARTING MONEY,TRUE,section-sweep
sys_classes,Character Class,MODIFIES,rule_starting_money,Starting Money,class explains the sum held,,DMG,25,PLAYER CHARACTER STARTING MONEY,TRUE,section-sweep
item_magic_item,Starting Magic Item,MODIFIES,rule_starting_money,Starting Money,granted items reduce starting funds,,DMG,25,PLAYER CHARACTER STARTING MONEY,TRUE,section-sweep
exp_level,Experience Level,MODIFIES,rule_pc_expenses,Player Character Expenses,monthly upkeep scales with level,,DMG,25,PLAYER CHARACTER EXPENSES,TRUE,section-sweep
rule_pc_expenses,Player Character Expenses,CONSUMES,money_gp,Money,automatic monthly deduction,,DMG,25,PLAYER CHARACTER EXPENSES,TRUE,section-sweep
hench_henchmen,Henchmen,CONSUMES,rule_pc_expenses,Player Character Expenses,maintenance added to upkeep,,DMG,25,PLAYER CHARACTER EXPENSES,TRUE,section-sweep
rule_stronghold,Stronghold,CONSUMES,rule_pc_expenses,Player Character Expenses,maintenance added to upkeep,,DMG,25,PLAYER CHARACTER EXPENSES,TRUE,section-sweep
campaign_taxation,Taxation and Tithes,CONSUMES,rule_pc_expenses,Player Character Expenses,levies and religious contributions,,DMG,25,PLAYER CHARACTER EXPENSES,TRUE,section-sweep
rule_pc_expenses,Player Character Expenses,TRIGGERS,rule_character_actions,Need to Adventure,expenses drive further adventuring,,DMG,25,PLAYER CHARACTER EXPENSES,TRUE,section-sweep
class_monk,Monk,EXCLUDED_FROM,rule_pc_expenses,High Living,ascetic and does not spend so,,DMG,25,PLAYER CHARACTER EXPENSES,TRUE,section-sweep
