source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass
thief_read_languages,Read Languages,GATES,rule_languages,Languages,only tongues previously encountered,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_dm_discretion,DM Discretion,CONSTRAINS,thief_read_languages,Read Languages,ancient tongues designated unreadable,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
thief_read_languages,Read Languages,MODIFIES,rule_information,Comprehension,percentage of meaning matches percentage ability,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_languages,Related Languages,OVERRIDES,thief_read_languages,Read Languages,no comprehension penalty for close tongues,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
class_thief,Thief,GATES,rule_setting_traps,Setting Traps,class ability,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
class_assassin,Assassin,MODIFIES,rule_setting_traps,Setting Traps,operates above own level as a thief,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
thief_find_remove_traps,Find/Remove Traps,FEEDS_INTO,rule_setting_traps,Setting Traps,same percentage as detection,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_setting_traps,Simple Traps,CONSTRAINS,rule_setting_traps,Setting Traps,only components normally accessible,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_setting_traps,Complex Traps,GATES,hench_expert_hirelings,Specialists,component manufacture requires them,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_player_diagram,Player Trap Diagram,GATES,rule_setting_traps,Setting Traps,drawing required before the attempt,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_player_diagram,Player Trap Diagram,MODIFIES,rule_trap_injury,Injury on Failure,complexity adjusts the injury chance,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_setting_traps,Setting Traps,TRIGGERS,rule_trap_injury,Injury on Failure,obverse of the success chance,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_trap_injury,Injury on Failure,TRIGGERS,save_poison,Saving Throw vs Poison,poison needle traps,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_setting_traps,Setting Traps,EXCLUDES,sys_equipment,Protective Handwear,gloves cannot be worn,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_setting_traps,Setting Traps,OVERRIDES,thief_skills,Thief Skills,repeated attempts permitted unlike other skills,,DMG,20,THIEVES AND ASSASSINS SETTING TRAPS,TRUE,page-sweep
rule_assassination,Assassination,FEEDS_INTO,xp_assassination,Assassination Experience,points per level of the victim,,DMG,20,ASSASSINATION EXPERIENCE POINTS,TRUE,page-sweep
exp_level,Level Difference,MODIFIES,xp_assassination,Assassination Experience,adjusted by relative level,,DMG,20,ASSASSINATION EXPERIENCE POINTS,TRUE,page-sweep
rule_mission_category,Mission Difficulty,MODIFIES,xp_assassination,Assassination Experience,multiplier by difficulty,,DMG,20,ASSASSINATION EXPERIENCE POINTS,TRUE,page-sweep
xp_assassination,Assassination Experience,FEEDS_INTO,exp_level,Experience Level,added to normal kill experience,,DMG,20,ASSASSINATION EXPERIENCE POINTS,TRUE,page-sweep
xp_monster,Experience for Killing,FEEDS_INTO,xp_assassination,Assassination Experience,awarded in addition,,DMG,20,ASSASSINATION EXPERIENCE POINTS,TRUE,page-sweep
money_gp,Assassination Fee,FEEDS_INTO,xp_assassination,Assassination Experience,fee itself yields experience,,DMG,20,ASSASSINATION EXPERIENCE POINTS,TRUE,page-sweep
