source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass
tbl_disease_disorder,Disease Table,GATES,rule_disease_occurrence,Occurrence,acute or chronic,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
tbl_disease_disorder,Disease Table,GATES,rule_disease_severity,Severity,mild severe or terminal,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
tbl_disease_disorder,Disease Table,GATES,rule_body_system,Area of Body Affected,sixteen body systems,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_disease_occurrence,Chronic Occurrence,TRIGGERS,rule_disease_severity,Severity,recurs periodically,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_disease_occurrence,Chronic Occurrence,MODIFIES,rule_disease_severity,Severity,co-occurring maladies worsen both,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
tbl_parasite,Parasitic Infestation Table,GATES,rule_disease_severity,Severity,mild severe or terminal,,DMG,14,PARASITIC INFESTATION TABLE,TRUE,page-sweep
tbl_parasite,Parasitic Infestation Table,GATES,rule_body_system,Area Infested,six body systems,,DMG,14,PARASITIC INFESTATION TABLE,TRUE,page-sweep
rule_disease_severity,Mild Severity,CONSTRAINS,rule_character_actions,Strenuous Activity,character must rest,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_disease_severity,Mild Severity,CONSUMES,rule_time,Time,weeks of illness,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_dm_discretion,DM Discretion,MODIFIES,rule_disease_severity,Mild Severity,treatment may shorten illness,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_disease_severity,Severe Severity,MODIFIES,hit_points,Hit Points,halved,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_disease_severity,Severe Severity,CONSTRAINS,rule_character_actions,Total Disability,character wholly disabled,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_disease_severity,Terminal Severity,TRIGGERS,death_character,Death,fatality within days,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_disease_severity,Terminal Severity,TRIGGERS,rule_body_part_loss,Loss of Body Part or Function,alternative to death,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Blood Affliction,MODIFIES,abil_strength,Strength,one point per week until cured,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Blood Affliction,MODIFIES,abil_constitution,Constitution,one point per week until cured,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Bone Affliction,MODIFIES,abil_strength,Strength,as blood affliction,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Bone Affliction,MODIFIES,abil_constitution,Constitution,as blood affliction,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Brain Affliction,MODIFIES,abil_intelligence,Intelligence,one point per occurrence until cured,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Brain Affliction,MODIFIES,abil_dexterity,Dexterity,one point per occurrence until cured,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Brain Affliction,TRIGGERS,death_character,Death,terminal in hours not days,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Cardiovascular-Renal Affliction,MODIFIES,abil_constitution,Constitution,as blood affliction,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Connective Tissue Disease,MODIFIES,abil_strength,Strength,permanent loss per month,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Connective Tissue Disease,MODIFIES,abil_dexterity,Dexterity,permanent loss per month,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Connective Tissue Disease,MODIFIES,abil_constitution,Constitution,permanent loss per month,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Connective Tissue Disease,MODIFIES,abil_charisma,Charisma,permanent loss per month,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Connective Tissue Disease,TRIGGERS,death_character,Death,continues until constitution reaches zero,terminal cases,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Ear Affliction,TRIGGERS,thief_hear_noise,Hearing,loss of hearing in one ear,terminal,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Eye Affliction,TRIGGERS,ex_light_vision,Vision,blindness in one or both eyes,terminal,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Gastro-Intestinal Affliction,MODIFIES,abil_strength,Strength,loss per occurrence permanent if severe,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Gastro-Intestinal Affliction,MODIFIES,abil_constitution,Constitution,loss per occurrence permanent if severe,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Generative Organ Disorder,TRIGGERS,tbl_chance_disease,Contagion,spread of infection,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Joint Disorder,MODIFIES,abil_dexterity,Dexterity,loss permanent if severe,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Mucous Membrane Disorder,MODIFIES,abil_constitution,Constitution,loss permanent if severe,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Muscle Disorder,MODIFIES,abil_strength,Strength,chance of permanent loss,severe attacks,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Muscle Disorder,MODIFIES,abil_dexterity,Dexterity,chance of permanent loss,severe attacks,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Nose-Throat Affliction,MODIFIES,abil_constitution,Constitution,chance of loss on severe attack,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Respiratory Disorder,MODIFIES,abil_strength,Strength,chance of loss,chronic and severe,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Respiratory Disorder,MODIFIES,abil_constitution,Constitution,chance of loss,chronic and severe,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Skin Affliction,MODIFIES,abil_charisma,Charisma,chance of permanent loss,,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Urinary Disorder,MODIFIES,abil_dexterity,Dexterity,chance of loss per occurrence,chronic and severe,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
rule_body_system,Urinary Disorder,MODIFIES,abil_constitution,Constitution,chance of loss per occurrence,chronic and severe,DMG,14,DISEASE (OR DISORDER) TABLE,TRUE,page-sweep
tbl_parasite,Severe Parasitic Infestation,MODIFIES,tbl_adjust_occurrence,Occurrence and Severity Rolls,worsens disease rolls,,DMG,14,ADJUSTMENTS TO OCCURRENCE AND SEVERITY DIE ROLLS,TRUE,page-sweep
